Date,Open,High,Low,Close,Adj Close,Volume
5/15/2018 6:00,8733.86,8796.68,8707.28,8740.99,8740.99,559.93
5/15/2018 7:00,8740.99,8766,8721.11,8739,8739,273.58
5/15/2018 8:00,8739,8750.27,8660.53,8728.49,8728.49,917.79
5/15/2018 9:00,8728.49,8754.4,8701.35,8708.32,8708.32,182.62
5/15/2018 10:00,8708.32,8865,8695.11,8795.9,8795.9,1260.69
5/15/2018 11:00,8795.9,8821.19,8740.54,8760,8760,324.11
5/15/2018 12:00,8760,8798.6,8741.52,8760,8760,324.2
5/15/2018 13:00,8760,8771.02,8700,8759.23,8759.23,730.67
5/15/2018 14:00,8759.23,8761.7,8467.42,8517.77,8517.77,1341.75
5/15/2018 15:00,8517.77,8553.67,8477.89,8520.3,8520.3,792.07
5/15/2018 16:00,8520.3,8589.1,8500.78,8535.23,8535.23,385.69
5/15/2018 17:00,8535.23,8579.48,8500,8546.34,8546.34,475.08
5/15/2018 18:00,8546.34,8555.51,8400,8526.65,8526.65,877.26
5/15/2018 19:00,8526.65,8583.6,8451.05,8555.6,8555.6,670.49
5/15/2018 20:00,8555.6,8569.92,8461.38,8512.1,8512.1,610.97
5/15/2018 21:00,8512.1,8555.54,8481.24,8492.28,8492.28,168.99
5/15/2018 22:00,8492.28,8557.51,8420.37,8460,8460,305.92
5/15/2018 23:00,8460,8505,8450,8474.99,8474.99,136.05
5/16/2018 0:00,8474.99,8505.33,8430.94,8455.92,8455.92,154.26
5/16/2018 1:00,8455.92,8478.29,8275.02,8326.28,8326.28,1070.93
5/16/2018 2:00,8326.28,8339.81,8100.01,8133.43,8133.43,1710.2
5/16/2018 3:00,8133.43,8217.44,8122.56,8164.79,8164.79,492.8
5/16/2018 4:00,8164.79,8252.72,8157.01,8229.38,8229.38,630.72
5/16/2018 5:00,8229.38,8248.63,8166.25,8220.4,8220.4,620.93
5/16/2018 6:00,8220.4,8267.12,8176.91,8238.8,8238.8,586.34
5/16/2018 7:00,8238.8,8255,8213.79,8232.99,8232.99,304.52
5/16/2018 8:00,8232.99,8261.24,8200,8207.48,8207.48,450.97
5/16/2018 9:00,8207.48,8263.93,8207.48,8243.45,8243.45,182.36
5/16/2018 10:00,8243.45,8455.66,8237.1,8371.13,8371.13,915.32
5/16/2018 11:00,8371.13,8439.44,8370,8373,8373,319.29
5/16/2018 12:00,8373,8399.1,8356.4,8365.08,8365.08,362.01
5/16/2018 13:00,8365.08,8381.73,8145.1,8179.99,8179.99,1046.38
5/16/2018 14:00,8179.99,8229.91,8173.6,8225,8225,357.91
5/16/2018 15:00,8225,8377.29,8211.8,8285.8,8285.8,561.2
5/16/2018 16:00,8285.8,8329.1,8201,8273.4,8273.4,322.53
5/16/2018 17:00,8273.4,8350,8250.9,8297.4,8297.4,1073.71
5/16/2018 18:00,8297.4,8346.95,8266.46,8279.89,8279.89,237.21
5/16/2018 19:00,8279.89,8377.29,8252.72,8252.72,8252.72,251.2
5/16/2018 20:00,8252.72,8311.35,8232.14,8302.18,8302.18,359.73
5/16/2018 21:00,8302.18,8319.96,8268.37,8295.85,8295.85,117.23
5/16/2018 22:00,8295.85,8398.24,8277.25,8277.25,8277.25,363.17
5/16/2018 23:00,8277.25,8372.58,8277.25,8346.59,8346.59,214.18
5/17/2018 0:00,8346.59,8399.99,8314.78,8358.3,8358.3,171.64
5/17/2018 1:00,8358.3,8386.53,8314.77,8375.1,8375.1,258.58
5/17/2018 2:00,8375.1,8400,8350.07,8368.62,8368.62,299.52
5/17/2018 3:00,8368.62,8500,8331.39,8366.72,8366.72,718.98
5/17/2018 4:00,8366.72,8381,8314.77,8314.77,8314.77,119.7
5/17/2018 5:00,8314.77,8371.3,8275.45,8363.7,8363.7,405.25
5/17/2018 6:00,8363.7,8382.41,8335.49,8344.16,8344.16,210.77
5/17/2018 7:00,8344.16,8351,8191.14,8247.4,8247.4,714.82
5/17/2018 8:00,8247.4,8292.99,8227.7,8277.4,8277.4,215.97
5/17/2018 9:00,8277.4,8325.8,8264.13,8291.67,8291.67,164.2
5/17/2018 10:00,8291.67,8318.99,8249.93,8307.89,8307.89,201.55
5/17/2018 11:00,8307.89,8324.9,8269.52,8298.9,8298.9,203.41
5/17/2018 12:00,8298.9,8335.56,8219.44,8269.47,8269.47,886.82
5/17/2018 13:00,8269.47,8309.4,8262.68,8300.98,8300.98,95.49
5/17/2018 14:00,8300.98,8377.29,8286.65,8318.49,8318.49,499.67
5/17/2018 15:00,8318.49,8330.41,8289.87,8306.39,8306.39,172.77
5/17/2018 16:00,8306.39,8328.23,8232.14,8276.43,8276.43,355.39
5/17/2018 17:00,8276.43,8284.36,8232.14,8257.69,8257.69,255.27
5/17/2018 18:00,8257.69,8274.83,8110.02,8166,8166,591.06
5/17/2018 19:00,8166,8200,8154.95,8176.33,8176.33,133.1
5/17/2018 20:00,8176.33,8232.14,8168.6,8200.7,8200.7,149.13
5/17/2018 21:00,8200.7,8213.97,8151,8155.41,8155.41,87.55
5/17/2018 22:00,8155.41,8155.41,7980,8080,8080,1061.54
5/17/2018 23:00,8080,8108.28,8005.95,8067.03,8067.03,286.94
5/18/2018 0:00,8067.03,8068.92,7929.53,7958.08,7958.08,524.42
5/18/2018 1:00,7958.08,8019.9,7931.03,7974.25,7974.25,316
5/18/2018 2:00,7974.25,8026.66,7950,7998.5,7998.5,441.43
5/18/2018 3:00,7998.5,8025,7980.58,7991.99,7991.99,189.7
5/18/2018 4:00,7991.99,8104.69,7991.99,8022.7,8022.7,844.94
5/18/2018 5:00,8022.7,8061.39,7992.75,8042.97,8042.97,155.34
5/18/2018 6:00,8042.97,8045.99,7953.4,7965.67,7965.67,257.56
5/18/2018 7:00,7965.67,8170.71,7965.67,8088.95,8088.95,610.69
5/18/2018 8:00,8088.95,8144.16,8085.94,8122.19,8122.19,217.97
5/18/2018 9:00,8122.19,8139.99,8078.48,8107.99,8107.99,173.18
5/18/2018 10:00,8107.99,8152.99,8092.9,8137.73,8137.73,218.06
5/18/2018 11:00,8137.73,8137.73,8049.22,8115,8115,372.97
5/18/2018 12:00,8115,8143.72,8079.46,8107,8107,484.39
5/18/2018 13:00,8107,8129.99,8062.12,8094.4,8094.4,248.1
5/18/2018 14:00,8094.4,8106.76,8043.96,8080.01,8080.01,162.35
5/18/2018 15:00,8080.01,8139,8063.1,8117.09,8117.09,303.42
5/18/2018 16:00,8117.09,8152.04,8088.46,8126.99,8126.99,290.69
5/18/2018 17:00,8126.99,8146.99,8094.43,8110.95,8110.95,160.93
5/18/2018 18:00,8110.95,8232.14,8088.46,8215.39,8215.39,369.4
5/18/2018 19:00,8215.39,8275.1,8191.14,8231.42,8231.42,487.27
5/18/2018 20:00,8231.42,8256.12,8212,8240.13,8240.13,93.35
5/18/2018 21:00,8240.13,8274.1,8224.5,8235,8235,96.68
5/18/2018 22:00,8235,8255.8,8211,8219.9,8219.9,72.14
5/18/2018 23:00,8219.9,8253.97,8211.01,8248.87,8248.87,90.22
5/19/2018 0:00,8248.87,8261.09,8210.03,8213.5,8213.5,168.52
5/19/2018 1:00,8213.5,8235.76,8158.27,8200.99,8200.99,203.15
5/19/2018 2:00,8200.99,8227,8177.65,8200,8200,71.42
5/19/2018 3:00,8200,8273.36,8179.41,8237.3,8237.3,464.56
5/19/2018 4:00,8237.3,8264.21,8221.92,8228.13,8228.13,57
5/19/2018 5:00,8228.13,8250,8217.32,8240.83,8240.83,89.42
5/19/2018 6:00,8240.83,8250.86,8213.52,8214.9,8214.9,49.47
5/19/2018 7:00,8214.9,8235.77,8141.08,8170.07,8170.07,200.05
5/19/2018 8:00,8170.07,8232.12,8146.1,8229.87,8229.87,254.37
5/19/2018 9:00,8229.87,8232.14,8186.03,8205.87,8205.87,65.05
5/19/2018 10:00,8205.87,8252.72,8197.09,8252.56,8252.56,118.19
5/19/2018 11:00,8252.56,8370,8231.21,8365,8365,452.4
5/19/2018 12:00,8365,8395,8323.82,8348.65,8348.65,181.03
5/19/2018 13:00,8348.65,8374.48,8296,8303.99,8303.99,288.04
