Date,Open,High,Low,Close,Adj Close,Volume
5/1/2022 0:00,37638.78,37823.13,37506.82,37710.95,37710.95,1744836.46
5/1/2022 1:00,37685.37,38078.2,37400,37950.95,37950.95,5722009.9
5/1/2022 2:00,37931,38078.2,37798.37,37849.04,37849.04,1631102.797
5/1/2022 3:00,37872.35,38073.63,37829.34,38063.77,38063.77,867070.1948
5/1/2022 4:00,38063.77,38073.63,37899.48,37970.86,37970.86,486238.2961
5/1/2022 5:00,37982.7,38194.86,37940.46,38085.3,38085.3,1055175.405
5/1/2022 6:00,38092.98,38155.87,37957,37975.9,37975.9,648973.2179
5/1/2022 7:00,37980.35,38007.41,37916.6,37980.1,37980.1,736553.0684
5/1/2022 8:00,37982.47,38095.95,37949.11,38049.63,38049.63,1037625.395
5/1/2022 9:00,38067.12,38079.93,37886.34,37987.8,37987.8,1497057.18
5/1/2022 10:00,37999.2,38095.05,37963.51,38037.81,38037.81,1337173.309
5/1/2022 11:00,38048.56,38068.91,37919.37,37963.87,37963.87,3574338.419
5/1/2022 12:00,37963.75,38045.12,37869.62,37967.7,37967.7,673909.7224
5/1/2022 13:00,37995.2,38046.7,37922.99,37940.09,37940.09,215483.3036
5/1/2022 14:00,37925.32,38026.91,37900.19,37999.5,37999.5,445266.1408
5/1/2022 15:00,37999.5,38634.08,37984.54,38495.28,38495.28,4238170.006
5/1/2022 16:00,38515.46,38672.2,38411.8,38509.53,38509.53,2946974.881
5/1/2022 17:00,38500.58,38599.63,38365.96,38379.49,38379.49,1008585.189
5/1/2022 18:00,38379.49,38408,37923.17,37930.02,37930.02,4083180.263
5/1/2022 19:00,37930.02,38000,37742.73,37796.4,37796.4,3218502.62
5/1/2022 20:00,37803.32,38340.9,37659.24,38324.6,38324.6,3156174.129
5/1/2022 21:00,38345.04,38443.01,38102.25,38343.66,38343.66,3034373.625
5/1/2022 22:00,38332.9,38576.59,38074.55,38307.09,38307.09,2427465.589
5/1/2022 23:00,38310.52,38645.94,38240.58,38488.34,38488.34,1787321.708
5/2/2022 0:00,38484.46,38814.57,38462.9,38680.01,38680.01,1675641.286
5/2/2022 1:00,38701,38754.95,38492.1,38502.13,38502.13,1350274.806
5/2/2022 2:00,38456.85,38654.3,38373.24,38630.25,38630.25,480477.9843
5/2/2022 3:00,38630.45,38713.99,38605.31,38699.17,38699.17,614205.821
5/2/2022 4:00,38695.56,39133.66,38601.39,38992.91,38992.91,2494382.365
5/2/2022 5:00,38980.92,39037.83,38873.95,39023.69,39023.69,635989.9852
5/2/2022 6:00,39022.07,39153.13,38933.82,38933.82,38933.82,2676799.615
5/2/2022 7:00,38949.54,39049.41,38826.14,38867.44,38867.44,633938.9346
5/2/2022 8:00,38868.01,39005.71,38757.64,38934.97,38934.97,1266105.714
5/2/2022 9:00,38899.59,39072.2,38770.49,38785.27,38785.27,1203301.189
5/2/2022 10:00,38767.71,38863.87,38649.01,38713.68,38713.68,1931283.848
5/2/2022 11:00,38715.56,38760.99,38457.39,38529.32,38529.32,3958372.985
5/2/2022 12:00,38521.12,38702.78,38419.45,38507.12,38507.12,3570864.074
5/2/2022 13:00,38487.68,39142.87,38224.3,38908,38908,6929632.155
5/2/2022 14:00,38908,39101.48,38602.66,38821.84,38821.84,3347187.426
5/2/2022 15:00,38828.18,38893.54,38601,38699.55,38699.55,3194862.912
5/2/2022 16:00,38680.15,38856.12,38514.75,38556.52,38556.52,1737227.111
5/2/2022 17:00,38532.98,38576.93,38200.19,38375.89,38375.89,4194838.669
5/2/2022 18:00,38366.92,38447.44,38045.79,38208.4,38208.4,3235007.761
5/2/2022 19:00,38212.26,38573.8,38141.41,38544.97,38544.97,2459664.211
5/2/2022 20:00,38556.53,38608.46,38304.05,38304.14,38304.14,1145774.44
5/2/2022 21:00,38319.88,38738.58,38288.87,38627.44,38627.44,2454384.478
5/2/2022 22:00,38654.85,38898.73,38572.97,38589.62,38589.62,3252078.301
5/2/2022 23:00,38589.95,38737.56,38458.64,38521.01,38521.01,990832.9939
5/3/2022 0:00,38506.38,38573.51,38376.36,38410.86,38410.86,1242687.87
5/3/2022 1:00,38408.02,38513.79,38355.93,38513.55,38513.55,892918.4479
5/3/2022 2:00,38513.79,38592.58,38309.11,38399.66,38399.66,4052738.373
5/3/2022 3:00,38404.54,38606.53,38399.98,38502.95,38502.95,1428835.775
5/3/2022 4:00,38520.21,38546.02,38446.47,38500.57,38500.57,1266770.931
5/3/2022 5:00,38500.02,38533.32,38382.43,38516.69,38516.69,869624.285
5/3/2022 6:00,38516.61,38565.03,38446.35,38466.64,38466.64,710839.586
5/3/2022 7:00,38463.83,38559.23,38419.49,38532.99,38532.99,1020013.349
5/3/2022 8:00,38551.52,38641.57,38523.14,38542.87,38542.87,808226.6092
5/3/2022 9:00,38526.66,38551.71,38434.81,38453.17,38453.17,1310047.511
5/3/2022 10:00,38453.19,38469.91,38367.67,38423.56,38423.56,1330965.436
5/3/2022 11:00,38423.42,38570.43,38270.59,38570.43,38570.43,1321503.555
5/3/2022 12:00,38570.43,38611.04,38422.9,38431.18,38431.18,1163351.754
5/3/2022 13:00,38450.03,38468.36,38150,38350.79,38350.79,2023878.899
5/3/2022 14:00,38395.59,38474.41,38163.99,38283.54,38283.54,2079732.952
5/3/2022 15:00,38264.89,38424.3,38211.3,38330.44,38330.44,1556424.622
5/3/2022 16:00,38330.88,38399.16,38082.39,38141.15,38141.15,1439092.249
