Date,Open,High,Low,Close,Adj Close,Volume
4/13/2022,40123.57031,41430.05469,39712.74609,41166.73047,41166.73047,27691105228
4/14/2022,41160.21875,41451.48047,39695.74609,39935.51563,39935.51563,24342001973
4/15/2022,39939.40234,40617.72266,39866.83203,40553.46484,40553.46484,21756855753
4/16/2022,40552.31641,40633.67969,40078.42578,40424.48438,40424.48438,16833150693
4/17/2022,40417.77734,40570.72656,39620.89453,39716.95313,39716.95313,19087633042
4/18/2022,39721.20313,40986.32031,38696.19141,40826.21484,40826.21484,33705182072
4/19/2022,40828.17578,41672.96094,40618.63281,41502.75,41502.75,25303206547
4/20/2022,41501.74609,42126.30078,40961.09766,41374.37891,41374.37891,27819532341
4/21/2022,41371.51563,42893.58203,40063.82813,40527.36328,40527.36328,35372786395
4/22/2022,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745
4/23/2022,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249
4/24/2022,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167
4/25/2022,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570
4/26/2022,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416
4/27/2022,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184
4/28/2022,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907
4/29/2022,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649
4/30/2022,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731
5/1/2022,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110
5/2/2022,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426
5/3/2022,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244
5/4/2022,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490
5/5/2022,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317
5/6/2022,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489
5/7/2022,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406
5/8/2022,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910
5/9/2022,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961
5/10/2022,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817
5/11/2022,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818
5/12/2022,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272
5/13/2022,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537
5/14/2022,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620
5/15/2022,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065
5/16/2022,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286
5/17/2022,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475
5/18/2022,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319
5/19/2022,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707
5/20/2022,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605
